,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,GarageArea,1stFlrSF,YearBuilt,BsmtFinSF1,LotArea,OverallCond,SalePrice_log
1305,9,1652,2,1652,840,1652,2006,1572,13173,5,12.691580461311874
1306,7,1368,2,1368,474,1368,2005,0,6955,5,12.218495165528731
1307,5,990,2,990,480,990,1994,746,8072,5,11.835008964139341
1308,5,1122,2,924,528,1122,1948,144,12000,7,11.898187865760873
1309,6,1294,2,1278,496,1294,1991,1200,7153,5,12.096257779522967
1310,7,1902,2,1902,567,1902,1959,1406,17500,8,12.721885810807203
1311,7,1274,2,1274,508,1274,2005,925,8814,5,12.220961258023925
1312,8,2810,2,1453,750,1453,1990,482,9572,5,12.618182296357007
1313,9,2599,3,1393,779,1422,1999,0,14774,5,12.716402146247475
1314,4,948,1,948,280,948,1954,732,8190,6,11.686878772093667
1315,6,2112,2,952,576,1092,1969,500,11075,5,12.239990863733635
1316,8,1630,3,1622,860,1630,2008,0,10226,5,12.596400426884427
1317,7,1352,2,1352,466,1352,2006,0,4230,5,12.249610947544657
1319,4,948,1,864,248,948,1954,492,10215,5,11.617285480294472
1320,6,1478,2,1478,442,1478,1957,189,8400,3,11.960811288962345
1322,7,1923,2,750,564,1061,1992,674,10186,5,12.154779351142624
1323,4,708,0,420,0,708,1940,280,5330,7,11.320553572322773
1325,4,796,0,796,0,796,1922,0,3636,4,10.915088464214607
1326,3,774,0,544,0,774,1931,544,4270,6,11.27720313144916
1327,5,816,1,816,264,816,1982,641,6600,9,11.779128505744886
1328,6,2792,2,1510,520,1584,1920,493,10440,7,12.4529327234617
1329,7,1632,2,935,462,955,1998,0,9084,5,12.081076155355488
1330,8,1588,3,1588,825,1588,2006,0,10000,5,12.332705296463539
1331,5,954,2,911,576,954,1976,483,10780,5,11.794337924408413
1332,4,816,1,816,288,816,1938,690,8877,6,11.512925464970229
1333,5,1360,1,803,297,803,1938,0,7200,6,11.740061037553975
1334,5,1365,2,765,440,765,1970,765,2368,6,11.736069016284437
1335,6,1334,2,1350,630,1334,1977,686,9650,5,12.031123843065632
1336,5,1656,2,1656,506,1656,1973,0,9246,5,11.813030057420567
1337,4,693,0,693,0,693,1941,0,4118,4,10.868568448579715
1338,7,1861,2,916,492,920,2002,700,13450,5,12.206072645530174
1339,5,864,1,864,288,864,1972,360,9560,7,11.763684183317412
1340,4,872,4,858,480,872,1971,0,8294,5,11.719939634354555
1341,6,1114,2,1114,576,1114,2003,814,13695,5,11.951180395901384
1342,8,2169,2,1284,647,1284,2002,0,9375,5,12.339291489316397
1343,6,1913,2,896,342,1172,1928,0,7558,6,12.083905011555967
1344,7,1456,2,728,440,728,2006,0,11103,5,11.956553034172742
1345,4,960,1,960,308,960,1920,250,6000,4,11.594505451962652
1347,8,1776,3,1732,712,1776,2006,80,15306,5,12.554836882168736
1348,7,1494,2,1482,514,1494,1998,1443,16196,5,12.2783933071098
1349,8,2358,0,684,0,938,1872,259,5250,5,11.711776323715394
1350,5,2634,4,1248,968,1338,1969,500,11643,5,12.206072645530174
1351,6,1716,2,858,490,858,1962,319,9247,6,12.049418835484797
1352,6,1176,2,698,624,786,1937,0,6000,9,11.812289042195847
1354,7,1865,3,992,839,992,2000,735,10316,5,12.367340793126296
1355,7,1920,2,570,487,1222,1968,0,10192,6,12.043553716032399
1356,5,892,1,864,264,892,1966,340,9477,5,11.608235644774552
1357,5,1078,2,1078,500,1078,1971,734,12537,6,11.917723684090689
1358,6,1573,2,756,440,769,2000,378,2117,5,12.086725887897607
1360,5,2601,2,612,621,990,1921,0,9842,6,12.14950229404178
1361,7,1530,2,1530,430,1530,2005,1274,16158,5,12.468436909997665
1362,4,1738,1,715,368,1281,1920,0,12513,4,11.560762794384388
1363,6,1412,2,616,432,616,2006,0,8499,5,11.963567869487337
1364,7,1200,2,600,480,520,2005,0,3180,5,11.87862357740665
1365,7,1674,2,814,663,814,2000,533,7500,5,12.283033686666302
1366,7,1790,2,873,588,882,1999,633,9179,5,12.170445467887022
1367,5,1475,1,757,336,925,1977,548,2665,6,11.751942365440728
1368,6,848,2,848,420,848,2003,685,4435,5,11.877568578558138
1369,8,1668,2,1657,502,1668,2003,370,10635,5,12.354492650648448
1370,4,1374,1,840,338,840,1920,315,5400,6,11.56171562913966
1371,6,1661,1,992,377,1661,1955,831,9600,6,12.016726473799254
1372,7,2097,2,1108,583,1108,1998,975,9750,6,12.521977676925694
1374,7,1958,3,1026,936,1026,2005,0,10625,5,12.429216196844383
1375,8,1571,3,1571,722,1571,2007,0,10991,5,12.384218830913648
1376,6,790,1,768,160,790,1930,384,6292,5,11.418614785498987
1377,5,1604,2,984,660,984,1941,408,10998,5,11.669929213779893
1378,6,987,1,483,264,483,1973,309,1953,5,11.326595886778735
1379,5,1394,2,384,400,754,2006,0,9735,5,12.028738630247258
1380,3,864,1,864,200,864,1914,203,8212,3,10.976782033219948
1382,7,1762,2,596,576,998,1920,0,7200,7,11.964001084330445
1383,5,1416,2,816,576,1416,1918,0,25339,7,11.626254150277232
1384,6,1258,1,560,280,698,1939,204,9060,5,11.56171562913966
1385,4,1154,1,796,240,796,1922,735,5436,8,11.740061037553975
1386,7,2784,2,1392,564,1392,1978,790,16692,5,12.429216196844383
1387,6,2526,1,714,216,1664,1916,168,8520,7,11.820410164718188
1388,9,1746,3,1746,758,1746,2006,1320,14892,5,12.841325847671216
1389,6,1218,2,735,440,869,1941,375,6000,6,11.782952602183288
1390,7,1525,2,1525,541,1525,2000,1400,9100,5,12.367340793126296
1391,5,1584,3,1584,792,1584,1967,0,8944,5,11.728036844587175
1392,5,900,1,864,288,900,1967,769,7838,5,11.719939634354555
1393,6,1912,2,482,672,1221,1905,0,10800,7,12.0015054797889
1394,7,1500,3,1356,648,1500,2006,1070,4045,5,12.415433652431746
1395,8,2482,3,1094,642,1133,2005,0,12665,5,12.54686766829102
1396,5,1687,2,747,572,1687,1948,353,57200,5,11.982929094215963
1397,5,1513,1,939,180,939,1920,0,6120,8,11.831379196088763
1398,5,1904,1,1208,240,1136,1950,180,7200,4,11.835008964139341
1399,6,1608,1,976,216,1160,1925,264,6171,6,11.83101549359339
1400,6,1158,1,862,208,950,1929,0,6000,7,11.695247021764184
1401,6,1593,2,839,398,864,2004,759,7415,5,12.170445467887022
1402,7,1294,2,1286,662,1294,2006,0,6762,5,12.174989532116426
1403,8,1464,3,1485,754,1464,2007,929,15256,5,12.552926520261092
1404,3,1214,3,672,936,694,1915,0,10410,4,11.56171562913966
1405,8,1646,2,1594,482,1646,2004,1373,3842,5,12.524526376648708
1406,5,768,2,768,396,768,1972,656,8445,7,11.79810440720389
1407,5,833,0,833,0,833,1985,625,8780,5,11.626254150277232
1408,4,1363,2,622,528,741,1910,0,7740,7,11.740061037553975
1409,7,2093,2,791,542,1236,1986,0,20544,6,12.2783933071098
1410,7,1840,2,944,622,944,2001,666,12420,5,12.345834587905333
1411,6,1668,1,856,271,1112,1950,120,9600,8,11.84939770159144
1413,8,1844,2,1844,620,1844,2005,976,10994,5,12.456831363877356
1414,6,1848,2,833,370,1053,1923,0,13053,7,12.240474072247506
1415,7,1569,3,1386,660,1569,2007,988,3635,5,12.077670930725649
1416,4,2290,2,777,560,1246,1885,0,11340,6,11.715866308966918
1417,8,2450,3,1284,1069,1310,1998,781,16545,5,12.736700896592344
1418,5,1144,1,1144,336,1144,1963,25,9204,5,11.728036844587175
1419,6,1844,2,1844,540,1844,1969,1110,16381,5,12.314927050442256
1420,6,1416,2,708,776,708,1968,404,11700,6,12.100156419938624
1421,6,1069,2,1069,440,1069,1977,360,4043,5,11.755871643580617
1422,6,848,2,848,420,848,2003,686,4435,5,11.824079893607152
1423,6,2201,2,697,432,1575,1966,0,19690,7,12.524417279788771
1424,5,1344,1,1024,484,1344,1958,457,9503,5,11.877568578558138
1425,6,1252,2,1252,528,1252,1959,0,10721,6,11.863582336583399
1426,7,2127,2,1223,525,1223,1994,1000,10944,5,12.509874099861838
1427,5,1558,1,913,288,1048,1945,580,10930,6,11.84939770159144
1428,5,804,1,788,240,804,1940,510,7200,7,11.686878772093667
1429,6,1440,2,1440,467,1440,1981,678,12546,7,12.116694834378958
1430,5,1838,2,732,372,734,2005,0,21930,5,12.16597955196373
1431,6,958,2,958,440,958,1976,958,4928,6,11.875830958659597
1432,4,968,1,656,216,968,1927,0,10800,6,11.074420502783864
1433,6,1792,2,936,451,962,2000,0,10261,5,12.136186518066006
1434,5,1126,2,1126,484,1126,1977,936,17400,5,11.982929094215963
1435,6,1537,2,1319,462,1537,1962,0,8400,9,12.066810578196666
1436,4,864,2,864,528,864,1971,616,9000,6,11.699405031912846
1437,8,1932,3,1932,774,1932,2008,1336,12444,5,12.885670953244288
1438,6,1236,2,912,923,1236,1957,600,7407,7,11.91638857040772
1439,7,1725,2,539,550,1040,1979,315,11584,6,12.190959007720126
1440,6,2555,2,588,672,1423,1922,0,11526,7,12.160028707028767
1441,6,848,2,848,420,848,2004,697,4426,5,11.913712983527281
1442,10,2007,3,1017,812,1026,2008,765,11003,5,12.644327576461329
1443,6,952,1,952,192,952,1916,0,8854,6,11.703545824578878
1444,7,1422,2,1422,626,1422,2004,0,8500,5,12.098487434850236
1445,6,913,1,814,240,913,1966,187,8400,5,11.76756768334381
1446,5,1188,1,1188,312,1188,1962,593,26142,7,11.969717200243734
1447,8,2090,2,1220,556,1220,1995,1079,10000,5,12.388394202324129
1448,4,1346,1,560,384,796,1910,0,11767,7,11.626254150277232
1449,5,630,0,630,0,630,1970,553,1533,7,11.429543856031177
1450,5,1792,0,896,0,896,1974,0,9000,5,11.820410164718188
1451,8,1578,3,1573,840,1578,2008,0,9262,5,12.567551034433226
1452,5,1072,2,547,525,1072,2005,547,3675,5,11.884489021402711
1453,5,1140,0,1140,0,1140,2006,0,17217,5,11.344506813345266
1454,7,1221,2,1221,400,1221,2004,410,7500,5,12.128111104060462
1455,6,1647,2,953,460,953,1999,0,7917,5,12.072541252905651
1457,7,2340,1,1152,252,1188,1941,275,9042,9,12.493129522588037
1458,5,1078,1,1078,240,1078,1950,49,9717,6,11.864462231052837
1459,5,1256,1,1256,276,1256,1965,830,9937,6,11.901583454762012
