,OverallQual,GrLivArea,YearBuilt,GarageCars,TotalBsmtSF,1stFlrSF,BsmtFinSF1,LotArea,CentralAir,OverallCond,SalePrice_log
1305,9,1652,2006,2,1652,1652,1572,13173,1,5,12.691580461311874
1306,7,1368,2005,2,1368,1368,0,6955,1,5,12.218495165528731
1307,5,990,1994,2,990,990,746,8072,1,5,11.835008964139341
1308,5,1122,1948,2,924,1122,144,12000,1,7,11.898187865760873
1309,6,1294,1991,2,1278,1294,1200,7153,1,5,12.096257779522967
1310,7,1902,1959,2,1902,1902,1406,17500,1,8,12.721885810807203
1311,7,1274,2005,2,1274,1274,925,8814,1,5,12.220961258023925
1312,8,2810,1990,2,1453,1453,482,9572,1,5,12.618182296357007
1313,9,2599,1999,3,1393,1422,0,14774,1,5,12.716402146247475
1314,4,948,1954,1,948,948,732,8190,1,6,11.686878772093667
1315,6,2112,1969,2,952,1092,500,11075,1,5,12.239990863733635
1316,8,1630,2008,3,1622,1630,0,10226,1,5,12.596400426884427
1317,7,1352,2006,2,1352,1352,0,4230,1,5,12.249610947544657
1319,4,948,1954,1,864,948,492,10215,1,5,11.617285480294472
1320,6,1478,1957,2,1478,1478,189,8400,1,3,11.960811288962345
1322,7,1923,1992,2,750,1061,674,10186,1,5,12.154779351142624
1323,4,708,1940,0,420,708,280,5330,1,7,11.320553572322773
1325,4,796,1922,0,796,796,0,3636,2,4,10.915088464214607
1326,3,774,1931,0,544,774,544,4270,1,6,11.27720313144916
1327,5,816,1982,1,816,816,641,6600,1,9,11.779128505744886
1328,6,2792,1920,2,1510,1584,493,10440,1,7,12.4529327234617
1329,7,1632,1998,2,935,955,0,9084,1,5,12.081076155355488
1330,8,1588,2006,3,1588,1588,0,10000,1,5,12.332705296463539
1331,5,954,1976,2,911,954,483,10780,1,5,11.794337924408413
1332,4,816,1938,1,816,816,690,8877,1,6,11.512925464970229
1333,5,1360,1938,1,803,803,0,7200,1,6,11.740061037553975
1334,5,1365,1970,2,765,765,765,2368,1,6,11.736069016284437
1335,6,1334,1977,2,1350,1334,686,9650,1,5,12.031123843065632
1336,5,1656,1973,2,1656,1656,0,9246,1,5,11.813030057420567
1337,4,693,1941,0,693,693,0,4118,2,4,10.868568448579715
1338,7,1861,2002,2,916,920,700,13450,1,5,12.206072645530174
1339,5,864,1972,1,864,864,360,9560,1,7,11.763684183317412
1340,4,872,1971,4,858,872,0,8294,1,5,11.719939634354555
1341,6,1114,2003,2,1114,1114,814,13695,1,5,11.951180395901384
1342,8,2169,2002,2,1284,1284,0,9375,1,5,12.339291489316397
1343,6,1913,1928,2,896,1172,0,7558,1,6,12.083905011555967
1344,7,1456,2006,2,728,728,0,11103,1,5,11.956553034172742
1345,4,960,1920,1,960,960,250,6000,1,4,11.594505451962652
1347,8,1776,2006,3,1732,1776,80,15306,1,5,12.554836882168736
1348,7,1494,1998,2,1482,1494,1443,16196,1,5,12.2783933071098
1349,8,2358,1872,0,684,938,259,5250,2,5,11.711776323715394
1350,5,2634,1969,4,1248,1338,500,11643,1,5,12.206072645530174
1351,6,1716,1962,2,858,858,319,9247,1,6,12.049418835484797
1352,6,1176,1937,2,698,786,0,6000,1,9,11.812289042195847
1354,7,1865,2000,3,992,992,735,10316,1,5,12.367340793126296
1355,7,1920,1968,2,570,1222,0,10192,1,6,12.043553716032399
1356,5,892,1966,1,864,892,340,9477,1,5,11.608235644774552
1357,5,1078,1971,2,1078,1078,734,12537,1,6,11.917723684090689
1358,6,1573,2000,2,756,769,378,2117,1,5,12.086725887897607
1360,5,2601,1921,2,612,990,0,9842,1,6,12.14950229404178
1361,7,1530,2005,2,1530,1530,1274,16158,1,5,12.468436909997665
1362,4,1738,1920,1,715,1281,0,12513,1,4,11.560762794384388
1363,6,1412,2006,2,616,616,0,8499,1,5,11.963567869487337
1364,7,1200,2005,2,600,520,0,3180,1,5,11.87862357740665
1365,7,1674,2000,2,814,814,533,7500,1,5,12.283033686666302
1366,7,1790,1999,2,873,882,633,9179,1,5,12.170445467887022
1367,5,1475,1977,1,757,925,548,2665,1,6,11.751942365440728
1368,6,848,2003,2,848,848,685,4435,1,5,11.877568578558138
1369,8,1668,2003,2,1657,1668,370,10635,1,5,12.354492650648448
1370,4,1374,1920,1,840,840,315,5400,1,6,11.56171562913966
1371,6,1661,1955,1,992,1661,831,9600,1,6,12.016726473799254
1372,7,2097,1998,2,1108,1108,975,9750,1,6,12.521977676925694
1374,7,1958,2005,3,1026,1026,0,10625,1,5,12.429216196844383
1375,8,1571,2007,3,1571,1571,0,10991,1,5,12.384218830913648
1376,6,790,1930,1,768,790,384,6292,2,5,11.418614785498987
1377,5,1604,1941,2,984,984,408,10998,1,5,11.669929213779893
1378,6,987,1973,1,483,483,309,1953,1,5,11.326595886778735
1379,5,1394,2006,2,384,754,0,9735,1,5,12.028738630247258
1380,3,864,1914,1,864,864,203,8212,2,3,10.976782033219948
1382,7,1762,1920,2,596,998,0,7200,1,7,11.964001084330445
1383,5,1416,1918,2,816,1416,0,25339,1,7,11.626254150277232
1384,6,1258,1939,1,560,698,204,9060,1,5,11.56171562913966
1385,4,1154,1922,1,796,796,735,5436,1,8,11.740061037553975
1386,7,2784,1978,2,1392,1392,790,16692,1,5,12.429216196844383
1387,6,2526,1916,1,714,1664,168,8520,2,7,11.820410164718188
1388,9,1746,2006,3,1746,1746,1320,14892,1,5,12.841325847671216
1389,6,1218,1941,2,735,869,375,6000,1,6,11.782952602183288
1390,7,1525,2000,2,1525,1525,1400,9100,1,5,12.367340793126296
1391,5,1584,1967,3,1584,1584,0,8944,1,5,11.728036844587175
1392,5,900,1967,1,864,900,769,7838,1,5,11.719939634354555
1393,6,1912,1905,2,482,1221,0,10800,2,7,12.0015054797889
1394,7,1500,2006,3,1356,1500,1070,4045,1,5,12.415433652431746
1395,8,2482,2005,3,1094,1133,0,12665,1,5,12.54686766829102
1396,5,1687,1948,2,747,1687,353,57200,1,5,11.982929094215963
1397,5,1513,1920,1,939,939,0,6120,1,8,11.831379196088763
1398,5,1904,1950,1,1208,1136,180,7200,1,4,11.835008964139341
1399,6,1608,1925,1,976,1160,264,6171,1,6,11.83101549359339
1400,6,1158,1929,1,862,950,0,6000,1,7,11.695247021764184
1401,6,1593,2004,2,839,864,759,7415,1,5,12.170445467887022
1402,7,1294,2006,2,1286,1294,0,6762,1,5,12.174989532116426
1403,8,1464,2007,3,1485,1464,929,15256,1,5,12.552926520261092
1404,3,1214,1915,3,672,694,0,10410,1,4,11.56171562913966
1405,8,1646,2004,2,1594,1646,1373,3842,1,5,12.524526376648708
1406,5,768,1972,2,768,768,656,8445,1,7,11.79810440720389
1407,5,833,1985,0,833,833,625,8780,1,5,11.626254150277232
1408,4,1363,1910,2,622,741,0,7740,1,7,11.740061037553975
1409,7,2093,1986,2,791,1236,0,20544,1,6,12.2783933071098
1410,7,1840,2001,2,944,944,666,12420,1,5,12.345834587905333
1411,6,1668,1950,1,856,1112,120,9600,1,8,11.84939770159144
1413,8,1844,2005,2,1844,1844,976,10994,1,5,12.456831363877356
1414,6,1848,1923,2,833,1053,0,13053,1,7,12.240474072247506
1415,7,1569,2007,3,1386,1569,988,3635,1,5,12.077670930725649
1416,4,2290,1885,2,777,1246,0,11340,1,6,11.715866308966918
1417,8,2450,1998,3,1284,1310,781,16545,1,5,12.736700896592344
1418,5,1144,1963,1,1144,1144,25,9204,1,5,11.728036844587175
1419,6,1844,1969,2,1844,1844,1110,16381,1,5,12.314927050442256
1420,6,1416,1968,2,708,708,404,11700,1,6,12.100156419938624
1421,6,1069,1977,2,1069,1069,360,4043,1,5,11.755871643580617
1422,6,848,2003,2,848,848,686,4435,1,5,11.824079893607152
1423,6,2201,1966,2,697,1575,0,19690,1,7,12.524417279788771
1424,5,1344,1958,1,1024,1344,457,9503,1,5,11.877568578558138
1425,6,1252,1959,2,1252,1252,0,10721,1,6,11.863582336583399
1426,7,2127,1994,2,1223,1223,1000,10944,1,5,12.509874099861838
1427,5,1558,1945,1,913,1048,580,10930,1,6,11.84939770159144
1428,5,804,1940,1,788,804,510,7200,1,7,11.686878772093667
1429,6,1440,1981,2,1440,1440,678,12546,1,7,12.116694834378958
1430,5,1838,2005,2,732,734,0,21930,1,5,12.16597955196373
1431,6,958,1976,2,958,958,958,4928,1,6,11.875830958659597
1432,4,968,1927,1,656,968,0,10800,1,6,11.074420502783864
1433,6,1792,2000,2,936,962,0,10261,1,5,12.136186518066006
1434,5,1126,1977,2,1126,1126,936,17400,1,5,11.982929094215963
1435,6,1537,1962,2,1319,1537,0,8400,1,9,12.066810578196666
1436,4,864,1971,2,864,864,616,9000,1,6,11.699405031912846
1437,8,1932,2008,3,1932,1932,1336,12444,1,5,12.885670953244288
1438,6,1236,1957,2,912,1236,600,7407,1,7,11.91638857040772
1439,7,1725,1979,2,539,1040,315,11584,1,6,12.190959007720126
1440,6,2555,1922,2,588,1423,0,11526,1,7,12.160028707028767
1441,6,848,2004,2,848,848,697,4426,1,5,11.913712983527281
1442,10,2007,2008,3,1017,1026,765,11003,1,5,12.644327576461329
1443,6,952,1916,1,952,952,0,8854,2,6,11.703545824578878
1444,7,1422,2004,2,1422,1422,0,8500,1,5,12.098487434850236
1445,6,913,1966,1,814,913,187,8400,1,5,11.76756768334381
1446,5,1188,1962,1,1188,1188,593,26142,1,7,11.969717200243734
1447,8,2090,1995,2,1220,1220,1079,10000,1,5,12.388394202324129
1448,4,1346,1910,1,560,796,0,11767,2,7,11.626254150277232
1449,5,630,1970,0,630,630,553,1533,1,7,11.429543856031177
1450,5,1792,1974,0,896,896,0,9000,1,5,11.820410164718188
1451,8,1578,2008,3,1573,1578,0,9262,1,5,12.567551034433226
1452,5,1072,2005,2,547,1072,547,3675,1,5,11.884489021402711
1453,5,1140,2006,0,1140,1140,0,17217,1,5,11.344506813345266
1454,7,1221,2004,2,1221,1221,410,7500,1,5,12.128111104060462
1455,6,1647,1999,2,953,953,0,7917,1,5,12.072541252905651
1457,7,2340,1941,1,1152,1188,275,9042,1,9,12.493129522588037
1458,5,1078,1950,1,1078,1078,49,9717,1,6,11.864462231052837
1459,5,1256,1965,1,1256,1256,830,9937,1,6,11.901583454762012
